,Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,cleaned_review
639,639,2021-02-25 16:15:24,,"How about letting me know when the app changes, what has changed and how to find where the changes are?  Then you might save me thirty minutes of frustration trying to find what I thought was on the app because it used to be.  Then I have to read every dang line to figure out what I need to do because I did not know there had been a change nor where to find how to access the change.  How about making it just teense easier for an old lady to use tech designed by babes in the woods.  There are better ways to let me know how paranoid all tech has become.",4,False,Mtgrayhair,Ch-ch-changes,how about letting me know when the app changes what has changed and how to find where the changes are  then you might save me thirty minutes of frustration trying to find what i thought was on the app because it used to be  then i have to read every dang line to figure out what i need to do because i did not know there had been a change nor where to find how to access the change  how about making it just teense easier for an old lady to use tech designed by babes in the woods  there are better ways to let me know how paranoid all tech has become
640,640,2020-10-21 16:04:37,,"I am from Alaska and in Oklahoma. I needed to deposit a check payable to me. I found out I was unable to deposit the check as no Wells Fargo Banks in this area. 

I discovered mobile check depositing abilities through my online account. Saved me, directions were clear and simple! 

I was able to deposit it!! Thank you for this option. I am a “young” senior but am relieved to get this task completed!  It has been stressful being away from my Alaskan home but wanted to be in Oklahoma during this medical crisis for my daughter!!",5,False,Alaskan Rachael,No bank in Oklahoma!!,"i am from alaska and in oklahoma i needed to deposit a check payable to me i found out i was unable to deposit the check as no wells fargo banks in this area 

i discovered mobile check depositing abilities through my online account saved me directions were clear and simple 

i was able to deposit it thank you for this option i am a young senior but am relieved to get this task completed  it has been stressful being away from my alaskan home but wanted to be in oklahoma during this medical crisis for my daughter"
641,641,2019-07-04 03:10:38,,"I signed up with Wells Fargo to deposit rent checks. About a year ago they hanged their app and decreased my limit on mobile heck deposits. I contacted customer service. I went around and around via phone and email for a couple of months with several different customer service representatives. Some had no clue. Others said it was a known internal problem. It was eventually fixed. Today I had to update. When I go to input a check amount, nothing... it freezes. 

I wished this thing just worked.",5,False,PaybackPorter,They keep changing mobile check deposit.,"i signed up with wells fargo to deposit rent checks about a year ago they hanged their app and decreased my limit on mobile heck deposits i contacted customer service i went around and around via phone and email for a couple of months with several different customer service representatives some had no clue others said it was a known internal problem it was eventually fixed today i had to update when i go to input a check amount nothing it freezes 

i wished this thing just worked"
642,642,2018-12-01 19:04:18,,"Doesn’t show a running balance next to each transaction, so I have to write down or take screenshots to keep track of my balance after certain transactions. A running balance is crucial because not all payments I’ve made will show pending (it takes days sometimes) and payments show in a different order than I made them as each transaction clears.  I can’t check the banks math if I don’t have a starting balance prior to the transaction to start from.  Please add an option to have a running total column.",5,False,wont show available listings,Doesn’t give running balance,doesnt show a running balance next to each transaction so i have to write down or take screenshots to keep track of my balance after certain transactions a running balance is crucial because not all payments ive made will show pending it takes days sometimes and payments show in a different order than i made them as each transaction clears  i cant check the banks math if i dont have a starting balance prior to the transaction to start from  please add an option to have a running total column
645,645,2017-12-28 21:16:01,,"I love this little app and added a poem to my previous review: 

You can check your balance, pay your bills, deposit checks, that's what I’m sayin'
You might use the Zelle feature to send money to the people you are payin’
Just like a genie, the app’s enchantin' my dreams
Keeps my transactions so neat and clean!
 
Life is really groovy with the spunky Wells Fargo app!

This little app has saved me tons of trips trips to the bank and cut way down on the amount of paper and mail we get from Wells Fargo. It has a detailed view of all my accounts and transactions in one place, allows me to pay bills and transfer money easily while I am on my phone, and lets me deposit checks quickly.

One tip on depositing checks: I found it works very well if you detach the stub from the check and capture it from a darker (e.g. wood or anything not white). This apparently makes it easier for the app to recognize the edges of the check.",5,False,@ParentAtTheDsco,Everything in one place + deposit tip,"i love this little app and added a poem to my previous review 

you can check your balance pay your bills deposit checks thats what im sayin
you might use the zelle feature to send money to the people you are payin
just like a genie the apps enchantin my dreams
keeps my transactions so neat and clean
 
life is really groovy with the spunky wells fargo app

this little app has saved me tons of trips trips to the bank and cut way down on the amount of paper and mail we get from wells fargo it has a detailed view of all my accounts and transactions in one place allows me to pay bills and transfer money easily while i am on my phone and lets me deposit checks quickly

one tip on depositing checks i found it works very well if you detach the stub from the check and capture it from a darker eg wood or anything not white this apparently makes it easier for the app to recognize the edges of the check"
652,652,2022-05-03 20:54:19,"{'id': 29562172, 'body': 'Some features of Bill Pay may look and feel differently on the Wells Fargo Mobile app versus Wells Fargo Online (desktop). Thanks for the feedback as we continue to enhance the mobile experience. If you feel you’re experiencing an error, email us details (phone number, link to this comment and your name) at appstorefeedback@wellsfargo.com. -Anthony', 'modified': '2022-05-05T01:04:46Z'}","I love how secure Wells Fargo Is first of all and how well they treat you
One thing I don't like Is you can't go in and adjust a Payee or look/change the billing account or address. Sometimes the Payer will change your account number or their address and there isn't a way to upgrade them. You have to open a whole new account and it's a pain then you have three (Ex) Macon Water accounts and you have to remember which one they changed your account number to, to pay the right one. It's a pain",5,False,Carol Len,Well Fargo Is the Best,"i love how secure wells fargo is first of all and how well they treat you
one thing i dont like is you cant go in and adjust a payee or lookchange the billing account or address sometimes the payer will change your account number or their address and there isnt a way to upgrade them you have to open a whole new account and its a pain then you have three ex macon water accounts and you have to remember which one they changed your account number to to pay the right one its a pain"
654,654,2022-03-18 18:12:46,"{'id': 28699861, 'body': 'Hi there, thanks for providing this feedback. We will be sure to share it with the Mobile team as they do appreciate insight on your mobile experience. Thanks again. -Yosari', 'modified': '2022-03-21T16:01:07Z'}","Over the past year I would tap on whatever account I wanted, waited for it to glitch, then tap again to get it to open. It went away for about a month when the new version arrived. Then it just started up again a few days ago.  Very frustrating. One would think that if they are rolling out a new look they would make sure it actually worked properly.  Super frustrating for someone with 7 different accounts to have to put up with.",5,False,Cookincool,Near constant glitch,over the past year i would tap on whatever account i wanted waited for it to glitch then tap again to get it to open it went away for about a month when the new version arrived then it just started up again a few days ago  very frustrating one would think that if they are rolling out a new look they would make sure it actually worked properly  super frustrating for someone with 7 different accounts to have to put up with
655,655,2021-11-04 05:05:52,"{'id': 26100096, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Tania"", 'modified': '2021-11-05T13:15:21Z'}","The Wells Fargo App is great until you have to deposit large checks. Why a bank would not allow you to deposit more than
 a few thousand dollars a month is beyond me. I have spoken with many representatives about this problem and no one seems to be able to help. I would have to open a business account which I do not wish to do. Why not just let me deposit what ever amount I want into my own account. Doesn’t seem fair at all. Not good customer service.",5,False,YTCOITF,App has low deposit limit,"the wells fargo app is great until you have to deposit large checks why a bank would not allow you to deposit more than
 a few thousand dollars a month is beyond me i have spoken with many representatives about this problem and no one seems to be able to help i would have to open a business account which i do not wish to do why not just let me deposit what ever amount i want into my own account doesnt seem fair at all not good customer service"
656,656,2022-02-26 21:24:58,,"I’m all for updated app designs to help improve usability, but this recent redesign has done the opposite. When you log in, the number balances of your accounts should be the most prominent piece of text on the page. This is how the text was organized before, but now although the numbers are larger they are in a lighter font weight than pretty much everything else on the page. Why are the names of my accounts bolder than the balances? The numbers themselves are the most important. I do like the way transactions are now organized, but the account page needs to be improved — arguably the most important page on the app.",2,False,SusKev,The redesigned app needs improvement,im all for updated app designs to help improve usability but this recent redesign has done the opposite when you log in the number balances of your accounts should be the most prominent piece of text on the page this is how the text was organized before but now although the numbers are larger they are in a lighter font weight than pretty much everything else on the page why are the names of my accounts bolder than the balances the numbers themselves are the most important i do like the way transactions are now organized but the account page needs to be improved  arguably the most important page on the app
657,657,2021-08-11 15:08:06,,"The app has most of the features we use and like, however, when doing online bill pay I used to be able to see my three or four most recent payments and now you have to select to see only one recent payment. That is a thumbs down! Also we have two or three different logins with all of our different business and personal accounts, there should be a “switch account” button. That is a thumbs down!",5,False,CCrox101,"Love some features, other changes, not so much!",the app has most of the features we use and like however when doing online bill pay i used to be able to see my three or four most recent payments and now you have to select to see only one recent payment that is a thumbs down also we have two or three different logins with all of our different business and personal accounts there should be a switch account button that is a thumbs down
659,659,2019-08-01 16:29:36,,"Like most things done by Wells Fargo this app is a piece of crap. I repeatedly try to deposit checks and when it comes to taking the picture of the check the app goes to black and closes out. It usually takes me about 10 tries to finally get the crap app to take a picture of the check. Of course after doing that for the front of the check I then have to do it about 10 more times to get the back of the check photo taken. I’m not sure what’s wrong with your app but you need to fix the thing because as it is now, it is crap.",5,False,Farmspiders,Crap App,like most things done by wells fargo this app is a piece of crap i repeatedly try to deposit checks and when it comes to taking the picture of the check the app goes to black and closes out it usually takes me about 10 tries to finally get the crap app to take a picture of the check of course after doing that for the front of the check i then have to do it about 10 more times to get the back of the check photo taken im not sure whats wrong with your app but you need to fix the thing because as it is now it is crap
661,661,2018-11-02 22:00:50,,"I've loved the convenience of being able to check my balances on all accounts and the ability to transfer monies around as needed. I ESPECIALLY enjoy depositing check images without phosically having to run to the bank!  How easy is that!!  The new automatic image scanner is wonderful. Message center... an awesome way to communicate & the responses (thank-you's, alerts, questions, etc.)  are almost immediate and friendly. I'm most appreciative to have Wells Fargo fulfilling all my banking needs so easily!  Thanks also  for your watch regarding suspicious activity.",5,False,Mckchrandbri,Ursula Mckernon---Online User,ive loved the convenience of being able to check my balances on all accounts and the ability to transfer monies around as needed i especially enjoy depositing check images without phosically having to run to the bank  how easy is that  the new automatic image scanner is wonderful message center an awesome way to communicate  the responses thankyous alerts questions etc  are almost immediate and friendly im most appreciative to have wells fargo fulfilling all my banking needs so easily  thanks also  for your watch regarding suspicious activity
663,663,2018-09-28 16:46:47,,"The app and mobile site are useless except for ‘viewing’.   I don’t want to view.  I want to actually do my banking such as change a reoccurring payment (which have been leaving my account LATE for the last three months) and delete old accounts.  

I do not appreciate that Wells Fargo basically requires you have to a laptop and internet in order to bank with them even though most people just use their phone for everything.   I want to bank on my time on whatever device I want to use.  Both Capital One and Chase have zero issues with giving full desk top capabilities to their customers mobile devices.",3,False,Deathy13,Big promises but useless for actual banking,"the app and mobile site are useless except for viewing   i dont want to view  i want to actually do my banking such as change a reoccurring payment which have been leaving my account late for the last three months and delete old accounts  

i do not appreciate that wells fargo basically requires you have to a laptop and internet in order to bank with them even though most people just use their phone for everything   i want to bank on my time on whatever device i want to use  both capital one and chase have zero issues with giving full desk top capabilities to their customers mobile devices"
664,664,2018-06-17 01:15:04,,".. and I have several, unfortunately none of them are as smooth and transparent in functionality as this app. It’s features are years ahead of others yet there are some people that need assistance on how to use it, usually a cave man. Nonetheless it is user friendly and accepting of user preference fluidly.

You can even call from the app and it connects you directly with a representative that can assist you without having to input your card or pin info. It’s these small things that make a difference for me. I’m ver satisfied with Wells Fargo’s service and products!",5,False,ChrisIb5,Best banking app...," and i have several unfortunately none of them are as smooth and transparent in functionality as this app its features are years ahead of others yet there are some people that need assistance on how to use it usually a cave man nonetheless it is user friendly and accepting of user preference fluidly

you can even call from the app and it connects you directly with a representative that can assist you without having to input your card or pin info its these small things that make a difference for me im ver satisfied with wells fargos service and products"
668,668,2023-03-07 12:56:35,"{'id': 35278103, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Mary"", 'modified': '2023-03-08T19:20:03Z'}","Wells Fargo is the worst bank in probably history. Don’t know where to begin. 
 there are many many passwords in my account when I call. although I tried to take them off. And I went into a bank with my ID. And they still would not remove or even give me my password. Till this day I can’t access certain things. Very unprofessional. 

They forget to PAY the home and auto loans on their end to the point to where people will get repos and foreclosures & THEY LIVE OFF OVERDRAFT FEES. Atms are always down. Always a huge line inside the banks. I walk in knowing it’ll take me an hour or more. 
Go with CHASE. They service you better don’t have any of those issues. And when you need to go inside it quick and simple.",1,False,michael canadezo,App is good not the bank itself,"wells fargo is the worst bank in probably history dont know where to begin 
 there are many many passwords in my account when i call although i tried to take them off and i went into a bank with my id and they still would not remove or even give me my password till this day i cant access certain things very unprofessional 

they forget to pay the home and auto loans on their end to the point to where people will get repos and foreclosures  they live off overdraft fees atms are always down always a huge line inside the banks i walk in knowing itll take me an hour or more 
go with chase they service you better dont have any of those issues and when you need to go inside it quick and simple"
670,670,2022-09-09 04:48:23,"{'id': 31973676, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Becky"", 'modified': '2022-09-12T16:06:55Z'}","I have never dealt with a banking app before that would constantly shove their products in my face before allowing me to see my bank balances. The worst part is that I cannot even exit out of the screen when it kept popping up and pushing me to apply for their credit card. I have to constantly force exit the app and try over and over again until I run out of patience. I'm in a rush most of the time and just want to see how much I have in my checking account. I did not come to view all the products they had to offer. Because of this, I have decided to switch banks entirely just to avoid all of this nonsense. Apps are supposed to make life easier, but this one is more trouble than it's worth.",1,False,Chiyogami 🌸,Terrible App and Bank,i have never dealt with a banking app before that would constantly shove their products in my face before allowing me to see my bank balances the worst part is that i cannot even exit out of the screen when it kept popping up and pushing me to apply for their credit card i have to constantly force exit the app and try over and over again until i run out of patience im in a rush most of the time and just want to see how much i have in my checking account i did not come to view all the products they had to offer because of this i have decided to switch banks entirely just to avoid all of this nonsense apps are supposed to make life easier but this one is more trouble than its worth
671,671,2022-07-30 09:10:20,"{'id': 31213957, 'body': 'Hi there, thanks for providing this feedback. We will be sure to share it with the Mobile team as they do appreciate insight on your mobile experience. Thanks again. -Tania', 'modified': '2022-08-01T14:47:48Z'}","The Wells Fargo app is a great mobile banking app, however there is still a big frustration for me that I was hoping would be fixed with the latest developments. When paying bills, I always first confirm my payee’s address. From time to time, payee addresses change (many times without notice). Well, there is no way on the mobile banking app to see your payee’s address. You can only see the payee address on the full desktop website. Please, developers, allow for a payee’s address to be seen and confirmed on the mobile banking app. Thank you!",4,False,luv2fly_1,"Great app, however…",the wells fargo app is a great mobile banking app however there is still a big frustration for me that i was hoping would be fixed with the latest developments when paying bills i always first confirm my payees address from time to time payee addresses change many times without notice well there is no way on the mobile banking app to see your payees address you can only see the payee address on the full desktop website please developers allow for a payees address to be seen and confirmed on the mobile banking app thank you
674,674,2022-01-14 01:48:03,,Than Wells Fargo back for your service This Is the best bank for my I definitely recommend this bank to all my friends and not just to my friends I totally recommend this to any people that need to choose for a bank I been Wells Fargo member since 2005 I love Welsfargo back service this is the best back for me I sincerely appreciate and recommend this back to everyone that it’s thinking in to open a Banck account Tnx Welsfargo company for been so kind with every customer including me 😊,5,False,JMCBMW,My first time depositing a check with my phone,than wells fargo back for your service this is the best bank for my i definitely recommend this bank to all my friends and not just to my friends i totally recommend this to any people that need to choose for a bank i been wells fargo member since 2005 i love welsfargo back service this is the best back for me i sincerely appreciate and recommend this back to everyone that its thinking in to open a banck account tnx welsfargo company for been so kind with every customer including me 
676,676,2020-06-30 21:50:40,,"I use this app all the time, and generally I love it. But every time I need to set up a recurring monthly payment, I CANNOT find where to do that. Is it not available from the app? If not, it should be part of Pay Bills. Please add it, or if it is indeed there, make it easier to find!!!

In looking for above, I couldn't find a way to search for help. That should a) be there, and b) be easy to find. 

Also couldn't find a way to leave feedback on your app, which is why I'm writing it here.",5,False,Sarah MH-MN,Can't find schedule payments!!! And Help??,"i use this app all the time and generally i love it but every time i need to set up a recurring monthly payment i cannot find where to do that is it not available from the app if not it should be part of pay bills please add it or if it is indeed there make it easier to find

in looking for above i couldnt find a way to search for help that should a be there and b be easy to find 

also couldnt find a way to leave feedback on your app which is why im writing it here"
677,677,2021-09-09 06:15:45,"{'id': 25034482, 'body': ""We're sorry to hear that and would like to\xa0try and\xa0help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Aud"", 'modified': '2021-09-11T01:48:22Z'}","Wells Fargo makes it nearly impossible to communicate with them unless you meet all of their criteria. My phone was out of service due to provider issues, and during this time, they felt the need to close my checking account and refuse to open a new one or reinstate my original. I was notified two days after my account had been closed via email. Upon calling them, they stated there was outstanding fees that once paid, an account could be generated. Lies! Now they’re demanding more money with no guarantee of an account. Kind of difficult to make payments without any form of account, but hey! I’m not the too big to fail financial institution. I WILL be reporting them to any and all government agencies and media outlets that will listen.",1,False,fed up and not happy,Terrible bank and app,wells fargo makes it nearly impossible to communicate with them unless you meet all of their criteria my phone was out of service due to provider issues and during this time they felt the need to close my checking account and refuse to open a new one or reinstate my original i was notified two days after my account had been closed via email upon calling them they stated there was outstanding fees that once paid an account could be generated lies now theyre demanding more money with no guarantee of an account kind of difficult to make payments without any form of account but hey im not the too big to fail financial institution i will be reporting them to any and all government agencies and media outlets that will listen
678,678,2019-05-11 16:25:26,,"I do like the app, but I use to have an easier time depositing checks through the app. The last six months, I have such difficulty doing this. I constantly get the photos rejected, even though the camera automatically captures the photo. I get a lot of check reimbursements from my work, and now I have to wait until the weekend because I get out of work when the banks are closed. This use to be helpful and so convenient, but now it’s frustrating. Please fix the deposit check function!",5,False,Lena_m91,Please fix the deposit check function!,i do like the app but i use to have an easier time depositing checks through the app the last six months i have such difficulty doing this i constantly get the photos rejected even though the camera automatically captures the photo i get a lot of check reimbursements from my work and now i have to wait until the weekend because i get out of work when the banks are closed this use to be helpful and so convenient but now its frustrating please fix the deposit check function
682,682,2024-08-20 05:13:23,"{'id': 36478418, 'body': 'Hi there, thanks for providing this feedback. We will be sure to share it with the Mobile team as they do appreciate insight on your mobile experience. Thanks again. -Jules', 'modified': '2023-05-12T07:54:16Z'}","The only reason I have this app is so I can have access to the mobile deposit feature. This features should be accessible to all devices not just iPhones. Restricting this feature to only one type of device is a hurdle for customers who don’t have an iPhone, or are waiting to purchase one. Please consider making this mobile deposit app, available for laptops and tablets. You could also make mobile deposits possible, on your website for laptops and tablets.",5,True,jaon4wheels,Wells Fargo app,the only reason i have this app is so i can have access to the mobile deposit feature this features should be accessible to all devices not just iphones restricting this feature to only one type of device is a hurdle for customers who dont have an iphone or are waiting to purchase one please consider making this mobile deposit app available for laptops and tablets you could also make mobile deposits possible on your website for laptops and tablets
683,683,2022-10-21 12:26:19,,"Love, love, love my Wells Fargo app. Can use it anytime, anywhere – – day or night – – as if I were actually in the physical facility. Especially love the capability of depositing a personal check within minutes of receiving it. I feel like I have such control over my finances, being able to view my spending patterns and my savings anytime I wish. Thank you, Wells Fargo, for staying current with today’s trends and offering this wonderful program. Bill paying has never been so pleasant. Again, thank you…",5,False,Gamma1951,Why I love Wells Fargo Banking,love love love my wells fargo app can use it anytime anywhere   day or night   as if i were actually in the physical facility especially love the capability of depositing a personal check within minutes of receiving it i feel like i have such control over my finances being able to view my spending patterns and my savings anytime i wish thank you wells fargo for staying current with todays trends and offering this wonderful program bill paying has never been so pleasant again thank you
685,685,2023-03-17 14:43:29,"{'id': 35456656, 'body': 'Some features of Bill Pay may look and feel differently on the Wells Fargo Mobile app versus Wells Fargo Online (desktop). Thanks for the feedback as we continue to enhance the mobile experience. If you feel you’re experiencing an error, email us details (phone number, link to this comment and your name) at appstorefeedback@wellsfargo.com. -Richard', 'modified': '2023-03-18T19:26:29Z'}","Overall great app which allows me to do most of my routine backing task. The bill pay and payment notification needs improvement.  I generally issue a bill payment as soon as I receive the email notification that a bill is due. The app generally takes an additional 1 to 2 days before it shows the bill due and does not allow me in the app to mark as paid.. This functionality is available only on the website, but needs to be added to the mobile app.",4,False,SOMA guy,Bill Pay Functionality Needs Improvement,overall great app which allows me to do most of my routine backing task the bill pay and payment notification needs improvement  i generally issue a bill payment as soon as i receive the email notification that a bill is due the app generally takes an additional 1 to 2 days before it shows the bill due and does not allow me in the app to mark as paid this functionality is available only on the website but needs to be added to the mobile app
686,686,2022-05-13 13:29:52,,I really appreciate all the features of this easy to use banking app. It has all you need to manage your account and take charge of your finances. It gives you suggestions and options for ways to make the best decisions with your money. Or how to save with their cash back on purchases made using your bank card at retailers for things or services we use daily. I would love to see other banks follow their lead on such a thorough mobile banking application. Way to go Wells Fargo!,5,False,MimiluvsFroggie,Best Mobile Banking App So Far!!!,i really appreciate all the features of this easy to use banking app it has all you need to manage your account and take charge of your finances it gives you suggestions and options for ways to make the best decisions with your money or how to save with their cash back on purchases made using your bank card at retailers for things or services we use daily i would love to see other banks follow their lead on such a thorough mobile banking application way to go wells fargo
687,687,2021-07-14 03:49:43,"{'id': 23955212, 'body': ""We're sorry to hear that and would like to\xa0try and\xa0help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Aud"", 'modified': '2021-07-16T01:35:55Z'}","My WF app used to work very well before but now for some reason crashes right after I sign in, it kinda scares me to be honest, for someone like me who manages several accounts with several banks it’s a little frustrating that when I need to access my banking app constantly crashes.
In several occasions I have to delete the app and reinstall it for faster results. I used to love WF app from all the bank apps I’ve used before but that’s not the case lately 😩",5,False,La Jefa Number 1,It keeps crashing after every single update,"my wf app used to work very well before but now for some reason crashes right after i sign in it kinda scares me to be honest for someone like me who manages several accounts with several banks its a little frustrating that when i need to access my banking app constantly crashes
in several occasions i have to delete the app and reinstall it for faster results i used to love wf app from all the bank apps ive used before but thats not the case lately "
691,691,2018-12-02 18:25:11,,I spent 45 minutes in a branch the other day because I couldn’t send money to my husband for our mortgage.  I’ve been using this feature to send money to my husband for well over 2 years.    At some point when I updated the app it didn’t register my email and didn’t indicate to me that I needed to update my email leaving me unable to send money to him.  It was incredibly inconveniencing.  There was just a error message saying the service was unavailable.,5,False,Bentley811,App update- no notifications of changes,i spent 45 minutes in a branch the other day because i couldnt send money to my husband for our mortgage  ive been using this feature to send money to my husband for well over 2 years    at some point when i updated the app it didnt register my email and didnt indicate to me that i needed to update my email leaving me unable to send money to him  it was incredibly inconveniencing  there was just a error message saying the service was unavailable
692,692,2020-09-14 14:56:47,,Every time I sign in it’s telling me my session is over and also it’s hard at the ATM to try to hit buttons right it’s easy to add a mistake by being in a rush because it’s not safe to be at a atm at night so it would make it easier for a female to do online banking but my session is over as soon as i sign in so I’m forced to go to atm when I get off work in order to even do anything with my account and I work business hrs plus COVID stuff makes it difficult to even get the phone answering services 1800 number to connect with a banker without being on hold for hours .......plus it’s a well known bank for scams and honestly I’m thinking about moving banks to a trust worthy bank that I can access better and I dwill my have to worry about scammers,1,False,unhappy with the mobil app,Don’t like it,every time i sign in its telling me my session is over and also its hard at the atm to try to hit buttons right its easy to add a mistake by being in a rush because its not safe to be at a atm at night so it would make it easier for a female to do online banking but my session is over as soon as i sign in so im forced to go to atm when i get off work in order to even do anything with my account and i work business hrs plus covid stuff makes it difficult to even get the phone answering services 1800 number to connect with a banker without being on hold for hours plus its a well known bank for scams and honestly im thinking about moving banks to a trust worthy bank that i can access better and i dwill my have to worry about scammers
693,693,2019-11-01 02:07:57,,"When you’re in an account, if you hit the back arrow it takes you back to the overall account menu and is compressed, so you’ve got to drill back down to where you just were. It’s a nuisance. My biggest complaint is that you cannot manually tell the system the dollar amount of the deposit when the software has a hard time reading the handwriting on the check. You can do it at an ATM, why not here? I understand levels of trust and needing to verify, but it sure seems the account could have a level of trust associated with it.",4,False,Rydeyz,Works well but could improve in a couple areas.,when youre in an account if you hit the back arrow it takes you back to the overall account menu and is compressed so youve got to drill back down to where you just were its a nuisance my biggest complaint is that you cannot manually tell the system the dollar amount of the deposit when the software has a hard time reading the handwriting on the check you can do it at an atm why not here i understand levels of trust and needing to verify but it sure seems the account could have a level of trust associated with it
695,695,2019-08-20 05:23:53,,"If you’ve seen the tv commercial where a man cancels recurring charges such as subscriptions while sitting right at home, that’s not truthful. You can’t cancel anything, you can view active recurring charges and recent charges, that’s it! I’m trying to stop my debit card from being charged by someone else’s Netflix account (which I initially authorized), but can’t do it with the app or on my desktop. I don’t care about past charges, I just need it to stop. I am not the Netflix account owner so Netflix won’t talk to me. I happen to know the Netflix password, but you can’t remove payment information unless you are replacing with another card. Argh!!!!!",3,False,Patitos Love,Control Tower is not as advertised,if youve seen the tv commercial where a man cancels recurring charges such as subscriptions while sitting right at home thats not truthful you cant cancel anything you can view active recurring charges and recent charges thats it im trying to stop my debit card from being charged by someone elses netflix account which i initially authorized but cant do it with the app or on my desktop i dont care about past charges i just need it to stop i am not the netflix account owner so netflix wont talk to me i happen to know the netflix password but you cant remove payment information unless you are replacing with another card argh
696,696,2019-05-15 18:58:10,,"I like the fact that it’s easy and quick. You can also get alerts. The reason why I did one star less is that it alerts me too late when the account has reached zero. The alerts come through email, after the fact. It does not alert me once it has reached zero. It will alert me after it has reached zero and has paid transactions and will charge a fee for every single transaction even if it’s $2 $4 or $8 and you’re having to pay a fee of over $30 for each. And I wish it would use my credit card as protection, which I though was set up. But, it won’t cover.",4,False,Ev. Mon.,Easy and fast,i like the fact that its easy and quick you can also get alerts the reason why i did one star less is that it alerts me too late when the account has reached zero the alerts come through email after the fact it does not alert me once it has reached zero it will alert me after it has reached zero and has paid transactions and will charge a fee for every single transaction even if its 2 4 or 8 and youre having to pay a fee of over 30 for each and i wish it would use my credit card as protection which i though was set up but it wont cover
699,699,2017-09-13 17:25:04,,"The Wells Fargo App is definitely far behind BoA, Chase, and many other banking apps. 

For one, Security. WF claims to have Bio-metrics available, but once you turn your home screen security off once on your iPhone, forget putting biometrics back on with this app. There is no way to do it. This app simply isn't intuitive enough. Chase and BoA apps both realize when you login, that you don't have it enabled, by choice of unlocking the security to the entire phone, so then they give you a pop up asking if you would like to re-activate, considering you have turned the home screen security back on. This App does not do that and there is no place to find that option to turn it back on. All you have to do is add a ""settings"" tab and make that an option...",1,False,Rick2134,Can't Re Add My Biometric Login,"the wells fargo app is definitely far behind boa chase and many other banking apps 

for one security wf claims to have biometrics available but once you turn your home screen security off once on your iphone forget putting biometrics back on with this app there is no way to do it this app simply isnt intuitive enough chase and boa apps both realize when you login that you dont have it enabled by choice of unlocking the security to the entire phone so then they give you a pop up asking if you would like to reactivate considering you have turned the home screen security back on this app does not do that and there is no place to find that option to turn it back on all you have to do is add a settings tab and make that an option"
703,703,2022-03-04 11:53:50,"{'id': 28300925, 'body': ""Hi, we'd like to help. To determine what may be occurring with your account, please contact technical support at 1-800-956-4442, so they can look into this. –Becky"", 'modified': '2022-02-28T17:14:06Z'}",I appreciate the efforts on Wells Fargo protecting our accounts. However it’s ludicrous that I have to enter the CAPCHA  up to 11 times and even then it often doesn’t recognize my sign on. This is beyond ridiculous as sometimes I have only a few minutes like at break at work to log on and I can’t because of this CAPCHA nonsense. 1 or 2 times would be ok. But 5-11 times is just ridiculous. Also the tab to check my balance without logging on is gone. I officially detest this version. Something needs to be done. I check my balances often. If this problem persists I guess I have no other option than to not make my credit card payment for example. No I will NOT order checks to pay any bills.,1,True,Cruzeman11,Very difficult to log on,i appreciate the efforts on wells fargo protecting our accounts however its ludicrous that i have to enter the capcha  up to 11 times and even then it often doesnt recognize my sign on this is beyond ridiculous as sometimes i have only a few minutes like at break at work to log on and i cant because of this capcha nonsense 1 or 2 times would be ok but 511 times is just ridiculous also the tab to check my balance without logging on is gone i officially detest this version something needs to be done i check my balances often if this problem persists i guess i have no other option than to not make my credit card payment for example no i will not order checks to pay any bills
