,date,developerResponse,review,rating,isEdited,userName,title
357,2021-01-25 16:37:09,,"Now days in order to do anything on your phone, laptop, or computer, it has to be started through an app. There are very few apps that I have ever given 5 stars.  Wells Fargo’s app is very easy to use, understand and navigate.  Along with other physical and medical things that have happened to me,  I had double hip and double femur replacement in October/2021. Also between the ages of 43 and 63 I had 3 strokes. For me to say that an app is easy to use and easy to navigate and understand is giving the app an A++. Whoever created this app you should be teaching a course in college on the correct way to create an app. Thank you!",5,False,Susan's Treasures,5 stars
358,2022-03-04 14:02:59,"{'id': 28433943, 'body': ""We'd like to help. To determine what may be occurring with your account, please contact technical support at 1-800-956-4442 so they can look into this. -Anthony"", 'modified': '2022-03-07T20:51:25Z'}","I have been using Wells Fargo app for several years.  It was perfect until the changes Wells Fargo made recently.  What a disaster innovation!

1.  When logging now, after entering the password, the new interface is so low which is hidden by the keyboard.  This means that one has to touch again for the keyboard to disappear then click login.  Timing is everything - Customers want faster more convenience, not wasting their time

2.  After logging in, before all accounts including Reward account were listed.  Now Wells Fargo made the Reward account disappear, and if we want to access, we have to click a button on top, which is confusing.  Again, timing is everything thing here.

3.  This is THE WORST INNOVATION.  Before the checking account used to have the final balance for each day (it'd be perfect if it is for each transaction).  Now the final balance disappeared.  Another word, you see deposits, payments transactions without seeing the final balance after each transactions.  Let's say someone only reconcile once a month, it'd be extremely difficult for him/her to find out where the discrepancy happens, and has no choice but start all over again.  The worst innovation a bank can make in the evolving world.",1,False,Sunny Quỳnh,From BEST To WORST
359,2021-05-06 18:25:58,,I have been using the app for at least 3 years and I found it to be responsive. I like the initial security but with hacking going on I would focus on the issues to simply address the movement of funds out of WF such as Zella which is right in the middle of the lower part of the app   Since for hackers that is the easiest way to move funds out it is not “ rocket science” to secure the use and access of this transaction and all financial institutions should address it is for WF one of the largest financial institutions to take a leadership role in the financial industry use your knowledge and influence to secure this transaction especially with all the scaling and hacking ongoing it is too easy to move funds out using Zella transactions move from the middle of the app.,3,False,Emilie. Shawn,Overall review
360,2019-04-18 20:52:45,,"SO Happy I got the App!!! No more weekly trips to deposit a small check. Just log in, take a picture of check and Bang! Deposit made....#TimeSaver. Making trips to the branch is a rare occasion ever since I started using WellsFargo Mobil App. I truly Trust & LOVE IT!! I have made eMobile deposits for over a year without Any problems—Thank You!

I have been banking online since it became available (?). However, I was hesitant to do banking on my phone. A friend heard me complain about how far the driving was to WF which most of the time was to deposit regular checks. He convinced me mobil banking was pretty safe (as long as you have malware protection & use a TRUSTED Internet-WiFi connection).",5,False,4Clays,Love the eMobile Deposit!!
361,2019-10-01 15:15:26,,"Compared to other national Banks and even local Credit Union the Wells Fargo app and online capabilities too are just substandard.  Unable to view pending payments, limits to amounts app payments can be, limit to total number of app payments per month, and a bank that will change the type of payment made after the fact to your detriment.  None of this is okay.  I shouldn’t be surprised given this is an institution that will lie to its customers about account rates to. Want to stay a Wells Fargo customer but enough is enough.  Very much looking forward to closing all my Wells Fargo accounts, and guess what the comparison offers better overall deals and rates, and better banking apps too.

Good Bye Wells Fargo - you ran me off all by your big self.  Great way to run a business when you are already bleeding customers.  And it all started with making payments from your subpar banking app.",1,False,Pismo.Beach,Substandard Banking App
362,2018-12-27 00:07:13,,"I have a WF VISA with payment due date of Dec 20 this month.  I payed it through the app on Dec 13th.  Today, Dec 26th it is still listed as a payment due and not listed under payment history.  Yet, when I scroll through my account entries I find it, and the Visa balance listed today obviously acknowledges the payment.
The problem is since it is listed under payments due, I almost double paid it just now, but did a search and found the payment made.  This has happened before.  Wells Fargo, get your app together and fix this ASAP. It looks like you are trying to get us to double pay!",5,False,Norpr,Payment Due. Problems
363,2018-05-23 01:09:06,,Actually the app is pretty easy to use. It does most of the things I want to do. There are a few things you can’t do on the mobile app that you can on your computer but overall I think it works well particularly for deposit and just getting general information. My real complaint is the deposit limits that you have on a daily and monthly basis. Since they don’t make deposits available to you right away I’m not sure why they limit what you can deposit via mobile or what you can’t. They should just put a longer wait time or wait for the check to clear if they were that concerned.,5,False,Jobob@,App is not bad deposit limitations are
364,2018-05-11 21:30:53,,"After reading some of this app’s negative reviews, I was surprised to see all the issues people have with it, especially considering that I’ve never once had any problems. We don’t use it for much more than transferring and sending money or depositing checks, but everything has worked swimmingly every time!

One worry I have stems from a reviewer who said the app is probably not very secure given what he/she knows as a software developer. I have no such arcane knowledge, but frankly it wouldn’t surprise me if a data breach occurred through the app. Hopefully WF can be very conscientious about how to always maintain the best possible security on this app.",5,False,Jess BH,"Basic usage, no issues!"
365,2023-02-03 17:38:27,,"I LOVE the Wells Fargo app. All of my banking needs are easily handled from anywhere, most without an appointment needed. The convenience of the app makes my busy life a little easier. I use it for paying bills, receiving money from business clients, and transferring money to family members in need. Trips to the bank, during banking hours, are hard to make. This app eliminates the need to drive to the bank for every little thing. This app saves me time which in turn helps me save money. It’s easy to use, functions properly, and is always ready to help me manage my money.",5,False,Bundren Legal Services,Convenience and Ease at my Fingertips
366,2022-09-18 03:47:11,,This app helps keep all of my accounts together on one page . I am able to go to each account individually with out having to log out and go to a different account. It is easy to pay bills and look up any bill to see the history on that individual bill. I was even able to show my husband exactly what charges were on each individual bill. Now if I could just get him to do the banking. I hope you guys don’t decide to do a update and mess it all up. Keep it like it is. It seems like every time a app does a update it always messes things up. Thanks for a great app,5,False,Bogart Blaze,Nice app
367,2018-11-22 09:40:24,,"I’ve been with Wells Fargo for small business banking almost 5 years now. I’m in love with their app and the stellar service I receive at the branches and by phone.

WF app, same as online, allows you to set debit and credit card alerts for as low as $1 charge. And to turn your card off if it’s lost/stolen. Also, the ability to generate a PIN to use at the ATM without the card is a great feature. Increase to the check deposit amount using the app would be a welcome addition. 

I’ve never had issues using the Touch ID; however, it is somewhat of an adjustment losing that feature after upgrade to the iPhone XS. I love that WF was quick to update the app to include facial recognition. 

My experience with Zelle is +/-. I pine for the prior method of send/receive. Able to transfer to an outside business bank account I have with no issue. However, if I need to send to someone whose bank is not a Zelle participant there is always an issue with registration. Sometimes it just doesn’t work; no fault of WF.  

Overall, I give the WF app five stars!",5,False,It's a walk in the park,Love the Wells Fargo App!
368,2020-05-04 17:25:50,,"Wells Fargo has been a pleasurable company to work with since I opened a checking account with them nearly 4 years ago, but the app is a different story. The login system is the main culprit, since I can log in easily with my user info on the WF website, but I almost never successfully enter my account through the app. My checkbook was even unbalanced for a year because of the inconvenience of viewing statements through the often-crashing app. After several months of unexplained login denials, buggy CAPTCHA verifications and numerous terrifying lockouts requiring unnecessary password changes, I discovered that accessing my portal on my computer or through emails containing statements are much more user-friendly methods to work with my account. I’m much happier now that this nightmarish app has been wiped off of my phone.",2,False,I hiked Philmont Scout Ranch,Great App (When it Works)
369,2019-11-12 01:32:01,,"unreliable when you need it. wanted to use this for card free ATM access but every time I’m out and at the ATM I’m told the current version is “no longer supported” and I have to update, which is annoying and frustrating. Depending on cellular service I may not even have the bandwidth to update. Twice I’ve had to rework plans because I couldn’t get this WF app to update in order to get cash when I needed it. It’s ridiculous to require users to constantly update apps to fix minor things. It’s a lazy model and a failure of the modern software development cycle. If there is an update, give the user the option to update when it’s convenient to THEM, not you the developer. Where’s the empathy and user centered design? Gone I’m afraid. I’m going back to carrying a plastic card which is much more reliable.",2,False,jepler,will need to update every few weeks
370,2018-09-09 16:03:24,,"Very happy w/ WF’s secure, iOS banking App.  I’ve been using it for years and have valued the ongoing innovation WF has packed into this App.  I appreciate the challenges & concerns some regulators & some consumers have as a result of provisioning of unwanted financial services.  My experience, though, has been that the WF iOS App provides me complete visibility to my portfolio of WF accounts, making it transparent to see and use only the WF services I need and work with the bank to cancel services I don’t want.  Easy to pay bills, use Zelle, check balances, see if checks have cleared, make deposits. Extremely delighted with this App and rely on it.",5,False,DJMCCABE,Piece of Mind & Easy to Use
371,2023-09-15 11:59:01,,"I am very disappointed with my acct. When I first started banking with them in 2004 I had no problems for the first 3-4 years. Since then I have been trying to change banks. I am still looking for a bank. Hopefully I will find one soon. I hate customer service, that I have to get a new debit card almost every month due to unknown charges on my acct, nobody has been able to straighten out my acct., and that the employees are very untrained. I am unable to talk to anyone about my account because I feel like they don’t want to assist me. Please use another bank if at all possible.",5,False,KimWinters61,Wells Fargo Bank Acct since 2004
372,2022-12-27 14:34:00,,"Updates are slow.  Sometimes payments aren’t made even though they were scheduled. Use to be able to easily find history…new program makes that difficult and even impossible. Also used to give a a summed total when asked for history, now just gives history(when you can find it) and no totals for the asked history…ie when trying to get 12mo. Year end totals for things like electric payments, fuel oil etc!  Very frustrating -Wells Fargo had a great program but keep changing and updating, but keep getting worse!!!!!  PLEASE bring back the old program!!!",5,False,shrockey,Review
373,2023-07-01 15:33:43,"{'id': 37447402, 'body': ""We're sorry to hear that. Please email us the details of your concern at appstorefeedback@wellsfargo.com. Include your reviewer name, full name, phone number, and link to this review. Do not mention account numbers. -Suzette"", 'modified': '2023-07-04T16:44:41Z'}","Huge corporations that utilize third party apps like Zelle should be embarrassed for offloading an ever increasing amount of personal banking services. The local branches are filled with undertrained people who don’t know how to utilize the website for their customers. My teller had to call customer support while I waited. There are customers using the branches for socialization with tellers who can’t leave and are being held hostage providing interaction for lonely elderly folks. Branches don’t have the ability to create cards on the day you open an account, and it takes 10-12 business days to receive a card for use. Which is amazing for people who travel. Zelle can’t be linked with the web account on the day it’s created either. In total, every aspect of utilizing Wells Fargo services (online, mail, in person) was cludgy and frustrating.",1,False,Scrub Jockey in PDX,"Lazy, dying institution"
374,2022-04-02 01:11:20,"{'id': 28984004, 'body': 'I am sorry for your loss. We appreciate you taking the time to provide this feedback. Thank you. -Tania', 'modified': '2022-04-05T18:37:19Z'}",I just want to thank Wellsfargo for being there in very complicated situations concerning my bills I’ve been with you guys for over 20 years the service has been greatly appreciated you guys care about what people say and what they think and what they’re going through and you try to make it easier for them without you I don’t know what I would’ve done I lost my husband last year so things have been not great at allBut you haveMade it less difficult when there were times I didn’t know what to do I think you for all your help and appreciate all the employeesWith this company,5,False,lgbrn,Wellsfargo
375,2022-03-10 18:10:51,"{'id': 28525302, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Tania"", 'modified': '2022-03-11T23:27:06Z'}",Wells Fargo gave me Adrian email that this would not happen or take the lengthy time that it did to resolve my issue with a scammer extorting me for my money and then when filing a claim not only was I hung up on by the customer sales rep or customer service rep I was also given a confirmation number for no reason because they never actually submitted the claim and now going on a month later I still have not received my reimbursement for my money causing me to have to take out loans and work extra hours to pay my bills I would suggest going to an entirely different Financial institution,5,False,Theblade23,Horrible customer service
376,2022-03-01 17:01:06,"{'id': 28346472, 'body': 'You may want to check out your device settings as well as the Biometric Authentication FAQ https://www.wellsfargo.com/help/security-and-fraud/biometric-faqs/. If you still experience issues, please email us appstorefeedback@wellsfargo.com. For more help: 1-800-956-4442. -Anthony', 'modified': '2022-03-03T00:50:10Z'}","I love the look of the new app, but the same issue remains as with the old one- only one chance for facial ID, even when you click on “try again”. Then I have to look up the password which is inconvenient. I’m not having any of the same problems as others- it just takes time to get used to something new and I don’t find it a big deal. Being able to view a check is still there, just look for it and then you’ll know where it is. I loved the old app for ease of use, and so far I don’t see what actual improvements there are, but I love the look.",5,False,donna4957,Love the look but…
377,2020-03-10 16:03:24,,"I give Wells Fargo 5 stars , as I have been using the same bank branch office since 1993. It was not WF then. It was some Florida bank, then Wachovia ( did not like their service or their online banking. Eventually Wells Fargo took over the branch and the APP became available. All of my financing and my finances are basically done on line, and I have fortunately NEVER had any huge issues. I find calling them a bit tedious at times, but the majority of the time,it’s a pleasure using their App. The transition for me was easy, and if I have a question I stop in to the branch, and the “boss” will always find the time to show me all the clever things you can do on the app. Kudos to WF......",5,False,sfrfjf,Transition to Wells Fargo
378,2018-04-29 08:43:40,,"I love Wells Fargo but recently I had applied for an additional savings account and was turned down have no clue as to why?? I have been a customer since 1997. Also, I have been noticing money missing here and there. I have a lot of transactions so it’s hard to tell where the money goes sometimes so I need to keep a closer eye on this. Just a heads up it does seem strange that this is happening and they won’t allow me to add an additional account just to pay bills out of so I can keep a closer eye on my accounts and money. Seems a little fishy. You’d think they would welcome my new addition to my accounts. I’m quite shocked. 
Just a heads up everyone
L P",5,False,MISS MAMAGED,Money missing
379,2024-03-16 03:03:09,,"It would be great if I could use the app to deposit several checks, and have it be one deposit. I always have to go to the ATM to make my business deposits. When I deposit multiple checks for my business at the ATM, it all shows as one transaction on my statements. Much easier to reconcile. On the app, each check is a separate transaction/deposit. I use other banks that have this feature in their app. WF should have it as well. Other than that, I love the app. Let’s me do most everything I need for my personal and business accounts.",5,False,NoWaze now,"Multiple checks, single deposit"
380,2022-06-04 01:51:46,,Opened up a new checking and savings today with Locust Grove in McDonough branch. Customer service was exceptional. Very helpful with all kinds of information and questions that I asked were answered and understood basically made it very easy for me to understand. Very comfortable atmosphere. I plan on taking personal loan and was given a lot of information and feel very positive about doing business with this company and its associates a lot of great smiles and I was smiling after leaving thanks so much took a lot of pressure and stress off of me. It’s been a pleasure starting a new relationship with his bank .,5,False,sean kleynen,Starting new accounts
381,2023-11-11 01:54:37,"{'id': 31410213, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Tania"", 'modified': '2022-08-11T14:28:17Z'}","The banking features are AWFUL. 

I tried to deposit a check for over $5,000 that was issued by WF Mortgage, but it would not accept anything over $5,000. This is one of the most ridiculous things ever! There was no indication that the limit was $5,000 until I started the deposit process. This seriously needs to be fixed.

WF’s fraud detection is so bad that the only logical conclusion is that they intentionally prevent customers from accessing their money. After my card was incorrectly declined today, I called WF and spoke to someone in another country. She assured me that my card was fine. Later when I went to the grocery, my card was again declined. For heaven’s sakes, I had just talked to somebody at WF and was told that all was fine. Fortunately, I have accounts at another bank / one that actually lets me access my money.",1,True,PartyLady09,Very Customer Unfriendly
382,2023-02-13 17:30:26,"{'id': 34873612, 'body': ""We're here to help. Please email us with additional details about this case including your name and phone number (no account numbers) at appstorefeedback@wellsfargo.com. Please do not forget to mention that you were referred through here in the subject line of your email. -Jules"", 'modified': '2023-02-15T03:23:22Z'}","I was charged a $860 balance transfer fee even though there was never a balance transfer. After 2 1hr phone calls and a meeting with a banker I’ve had 2 different case numbers that were both denied. Even though everyone I talked with agreed with me. I watched the banker get more annoyed on the phone than I actually got, she was absolutely on my side. Still denied. 
  So I made a real balance transfer. I transferred the balance of my checking acct. over to the credit union where my savings is. I’m now in the process of setting up bill pay and changing over all my automatic payments. As soon as that’s done I will close all accounts with WellsFargo. I know no one cares, I get that. You  have plenty of other customers but I refuse to continue to do business with a company that burned me after 25 years.",1,False,ex wells fargo customer,Terrible customer service
383,2022-12-06 13:12:24,"{'id': 29105019, 'body': ""We'd like to help. To determine what may be occurring with your app, please contact technical support at 1-800-956-4442, so they can look into this. -Yosari "", 'modified': '2022-04-11T14:41:25Z'}",Push notification says a withdrawal was posted. I click the notification. The WF app opens and signs me in using face recognition. Then a blank screen. This only started after the newly designed app version was released. It has been many months now and they STILL haven’t fixed it. Instead of a blank screen it should open the account where the transaction occurred so I can see the details. Reinstalled app and same problem. They also do not give a way to report technical issues so my only option is to leave a bad review. Otherwise it is a good app. They require more clicks than should be necessary to navigate around but I’m happy with it.,3,True,12yoyo,Blank screen after clicking on notification
384,2022-11-22 03:41:06,"{'id': 33336278, 'body': 'Hi there, thanks for providing this feedback. We will be sure to share it with the Mobile team as they do appreciate insight on your mobile experience. Thanks again. -Desiree', 'modified': '2022-11-23T23:19:15Z'}","I was trying to make a payment from my checking to my CC and accidentally somehow took a cash advance from my CC to my checking.  The process to do this was too similar to making a payment and there was no warning that I was about to take a cash advance, so I just clicked buttons and ended up making this error. I had to call customer service and have to wait a few days to sort it out.  Luckily they gave a policy for this type of mistake or I’d be put transfer fees and stuck with a high interest rate on the $.  The banker I spoke to agreed there should be a safety built in notifying g the user that they are about to take a cash advance and incur fees (definitely NOT what I wanted to do).",3,False,abk'swife,Needs at least ONE improvement
385,2021-02-03 18:51:25,,"I started banking with Wells Fargo a few years ago, I’m between that I was with another bank, their app was clunky, hard to use, and limited the amount of interaction I had with my own money. (Side note that bank tried to steal my money) so I switched back over to Wells Fargo and this has been amazing, great customer service. The ability to see your bank account information for setting things up like direct deposit is accessible. The security is stronger. Notifications keep my up to date as to what my money is doing. I love it and highly recommend you use this app.",5,False,Educatonator,Why I Love This App
386,2022-03-25 16:26:30,,"New design is terrible, basically black and white so is not easy at all to find the transactions a I’m looking for, just  a tiny bit of dark green which looks almost like dark gray. When I move the screen up and down the total amount keeps showing and hiding again and again so is very hard to keep the screen in the transactions area I need to check. 

Design is anything but easy to the eyes, it does not look organized, there is basically no difference between transactions (visually) no colors at all, typography is very thin (for people with visual problems must be hard to read) very impractical and tiring to the eye. Terrible design!",4,False,Dalcantarlara,New design
387,2020-08-09 20:41:16,,"I am extremely disappointed at the branch in Big Stone Gap, Virginia is closing in October... I am a disabled person and I am living on a fixed income and it is going to be difficult for me to get to any other branch except for the branch in Big Stone Gap, Virginia..
It looks as if though I am going to have to change banks and I really do not wanna have to do that but for me this branch is like a lifeline to a banking institution that I can trust others here in town I’m just not too sure about Wells Fargo came very highly recommended from a lot of family members and friends that live here in Big Stone Gap, Virginia 
   Thank you for your time 
Juda L Greer",5,False,Misaki_S,Disappointed
388,2022-09-30 11:17:12,,"Their Customer Service Department is impeccable! 
If you’re having issues with your account, the LAST thing that you need is for your bank to give you additional grief! Wells Fargo Customer Service has been awesome!!! I have NEVER been disappointed with their level of support. This includes a wide variety of services, from assisting a customer to retrieve money from an unscrupulous business, to finding a reasonable solution, if I make an arithmetic error. I have never had a problem with obtaining a reasonable and swift resolution.
Thank you, Wells Fargo for your kindness and expertise.",5,False,Sheila H-R,Wells Fargo Customer Service is Awesome!!!
389,2019-08-03 23:31:45,,"Love the app, I use it all the time. A frequent use is to pay people with Zelle. I'm giving this 4 stars only for minor irritation with Zelle program. I notice when I set up a payment it first gives a default account for money to come out of rather than a drop menu option (like the ""transfer money"" side does), so it's easy to take money from the wrong account. Then when I tap ""review"", the only information available is the recipient and the amount, but the account the money comes out of does not show. (So if I made a mistake on the withdrawal account on the first page I cannot see it upon review.) Otherwise I love the convenience of transfer and deposit this app allows.",4,False,Heathen 711,Easy to make Zelle error
390,2018-06-03 15:43:21,,"The blue lightbulb reminders on the app’s main screen are a nuisance. Besides the fact that the icon covers up a good portion of the bottom left quadrant of my screen, the “reminders” are not helpful. They repeat information already available (your pay is available) or provide meaningless information (you may have a payment coming up ... or ... electric seems to be more this month). I have reached out to Wells a few times and there is apparently no way to turn off this “helpful” feature. I did not ask for it and hope it is soon removed. Even when you open every individual message in an attempt to clear them out, the lightbulb remains in white, still blocking the bottom left of my screen. This feature should be a choice and controlled via the app’s settings.",2,False,WF customer - PA,Lightbulb reminders are a nuisance
391,2023-10-22 15:57:28,"{'id': 39694539, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. Also, put Apple Review in the subject line of the email and/or provide a link to your Apple App Store review. -Ludwicke"", 'modified': '2023-10-24T00:56:06Z'}","I have an IPhone 14 pro max, never had an issue. I downloaded this app and my phone started to randomly do a boot loop, kept returning to the screen that says “hello” as if I’m just turning on the phone for the first time. It was only a process of elimination, but I did a quick search and the common denominator was “do you have any new apps “. The only new app I have is Wells Fargo after opening a credit card account. My phone restarted to this boot loop over and over last night. So I decided to try deleting this app. Hasn’t happened again after deleting the app. I’m no expert but it seems to me that this app is the problem. And a Google search also brings up many issues with this app in past years. I wanted to get on here and leave this review to draw attention to this, maybe they can look into it and fix it.",1,False,Matt Pfaff,Reboot
392,2023-05-18 20:26:22,"{'id': 36626306, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. Do not forget to mentioned that you were referred through here. -Jules"", 'modified': '2023-05-20T00:04:29Z'}","I had been with WF for 25 years. Almost always a good service and easy to use mobile app which satisfied all my needs. The last reincarnation, however, is beyond terrible, specifically Pay and Transfer section. It is cumbersome to use. I have to go through multiple screens to make a payment. A payment cannot be copied and pasted into WF website. I can no longer see what is total amount I owe. (It used to be such option below all the payments). History of payments hard to use as well. 
I would highly recommend to scrap this crap and go back to what you had. Often newer does not mean better.",4,False,Ariel1937,Horrible mobile app update
393,2020-03-28 13:00:46,,It feels like the app was written by a 3rd party in some other country and handed off to a one-man development team at Wells Fargo. The animations are clunky at best. There’s a super annoying notifications light bulb that constantly appears and disappears after scrolling in the account detail screen; it shows up even when there are no new notifications! Sometimes I’d rather just sign into the mobile webpage just to avoid all of the strange quirks of this iOS app. I hope the quality of the app’s security doesn’t match the quality of the app in general or we’re all in really big trouble.,5,False,daveTheMusicFanAddict_II,UX and polish is substandard
394,2022-02-26 18:45:33,,"New App is not adapted to mobile phone size, whether it is a small or larger screen. The posted accounts breakdown for each withdrawal or spendature is given too much area and does note email stationary and readable long enough for older users. I prefer the previous version of your bank app for mobile viewing, where your improvements could be added. Please go back to the previous version. You really don’t  need to completely change everything, and closing all those offices in those smaller towns where they served multiple small towns and lots of rural customers was stupid (re: branch at Lyman, SC). Thank you!!!!",4,False,Sparkle City Sunshine,App Not well thought out!!!!!!’
395,2018-06-24 06:06:09,,"Changing from old to new interface, supposedly for mobile devices, has been horrible.  So little is shown on the screen for my laptop that I am continually scrolling, especially in bill pay.  I’m able to pull up the old interface every day with several clicks, but in changing functionality, it often flips over to the new interface and I have to do it again.  This is as poor as windows vista where, eg I had to go through 4 levels to shut of my laptop, or windows 10 where you can’t find a thing and have type in the search line to find most things.  
What moron approved this?",5,False,please change se,Crappy interface
396,2019-02-02 22:04:08,,"The app is useful for keeping tabs on my balance and transfers between my own accounts. However I have yet to be able to use the Zelle thing to transfer between family members accounts (we are all registered with this service). I cannot send and if I'm receiving it ends up ""unable to deposit to your account"" and refunded to the sender. Also, I can't seem to get WF to show my debit card as being available to ""manage travel plans.""  This was supposed to be fixed after the huge moving debacle this past fall (freezing our accounts when we tried to buy gas....). I understand and appreciate security but THIS is why I need to be able to ""manage travel plans"" without a long wait on the phone!!  Getting very frustrated with this app.",3,False,PippinFur,Meh
397,2023-01-04 15:55:50,"{'id': 34137670, 'body': ""We're sorry to hear that and would like to try and help. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Becky"", 'modified': '2023-01-06T21:31:28Z'}","I pay my bills via billpay and often Schedule an upcoming payment before the auto notice is sent. I also have auto notifications for upcoming bills. When the bills are paid via billpay the notifications do not clear. In order to get the notifications to clear i have to click on the notification and pay at least one cent before the notice will clear. This results in a one cent billpay payment . Very irritating.

Also the language will change from English to Spanish at times when changing screens. Since I do not read or speak Spanish I cannot complete my business.
I have to exit the app to clear the problem.
Very frustrating",3,False,Benshaull,Its not easier or intuitive
398,2018-02-04 16:35:51,,"I do not typically write reviews but this app has just been terrible. Apps are suppose to make life easier but this app makes me want to rip my hair out every single time I use it. First, it just would not let me set up quick pay so by the time I was able to when I tried to put in some contacts I hit the wrong number, but no worries because I caught it and wanted to edit or delete it. Now, this is an option on the app but of course it was “temporarily unavailable” just like literally everything else on the app. If you want to ever do anything on the app you have to go into a branch store because this app is the suckiest app I have ever used. You would think with all the money they scammed out of their customers they would have a bit to pay the tech guys to have at the least a few key working services on the app but nope not Wells Fargo Bank.",1,False,Castro000,Gitchy; Services never work
399,2021-10-23 01:01:39,"{'id': 25883880, 'body': ""We'd like to help. To determine what may be occurring with your Bill Pay, please contact technical support at 1-800-956-4442, so they can look into this or provide more details (phone\r number, link to this public comment and your reviewer name) at\n\nappstorefeedback@wellsfargo.com for further assistance. -Yosari"", 'modified': '2021-10-25T15:47:13Z'}","Hard to use online bill pay. Intrusive customer service. Hard to edit on BillPay page the company info after first time setup, so when next yr who I’m paying has raised monthly bill will get corrected amount. Unlike other banks, no text automatically sending me amount I have in my checking account when I use my bank Debit/credit card for general use in shops. Not sent weekly either. Then have to get past intrusive ad when I go online to my account. NO I do not want to borrow money! And PLEASE STOP telling your tellers to make small talk—no, I don’t want to “chat” about upcoming holidays or the weather or anything beyond my money business! Wells Fargo is a business; Wells Fargo is not my “friend” and I do not go to the teller window to chat.",2,False,Ingeborg Ninja,Needs better programmers
400,2019-05-13 22:35:45,,"Hi
There’s an option available in BoA app where one can edit the transaction name for one’s own reference and that really helps at the end of the year for filling taxes....secondly, after a transaction what’s the remaining amount of balance in account the WF app does not tell and one remains in guessing! Or has to calculate on one’s own the remaining balance! Recently you guys started some kind of remaining balance reporting which is not yet satisfactory to me.....the balance should be clearly evident after each and every transaction on daily basis!
Thanks a lot for giving me a chance to speak up to you 
Thanks 
Shahid",5,False,Samshamoh,Not Many options and balance information in the app
401,2024-01-16 21:10:06,,"I am very happy with the app, never had complains at all. I cannot even remember a bug to be fixed maybe if there was at all, it must gave been rare or too small to even remember. The only thing I required extra support was related to my bank statement views or download. I think that there is a limit if 1-1.5 years in the database. However, when I call, I instantly receive via email how ever many months of old statements need. Wells Fargo has super excellent customer service Thank you and I hope that customers will continue to be a focus in the organizational goals of WFB",5,False,elvinoc,WFB has a Great app
402,2024-01-13 23:35:05,,I was with Wells Fargo many years ago when it was still First Interstate Bank of Nevada I left went to other different banks probably 3 other ones and here I am again should have stayed I could trust Wells Fargo with my money no fuss on check deposits even large amount no holds a lot of convenient locations although my fav grocery location closed recently transacting business inside the branch is a breeze which I rarely do the employees know what they are doing they’re very friendly also phone customer service agents are always helpful not too long of a wait,5,False,qtpie234,Trusted Banking
403,2023-11-27 22:46:22,,"I have been banking with Wells Fargo for decades they made some hiccups, double paid a check and then charged me overdraft fees and at one point a medical office tried to bill $11,000 and then another time recently $6000 and they took care of the matter immediately. Thinking of the ease of use doing ATM and online banking I rarely go into a brick and mortar at least 40 years ATM banking including deposit in cash. I only had one issue with $20 wasn’t read I disputed and they were correct. My daughter accidentally shorted $20 and found later lol at least they checked it out for me.",5,False,MichelleDenise,Always available
404,2022-10-25 15:54:23,"{'id': 32822475, 'body': 'Hi there, thanks for providing this feedback. We will be sure to share it with the Mobile team as they do appreciate insight on your mobile experience. If you have additional questions or feedback, please call us at 1-800-869-3557. Thanks again. –Becky', 'modified': '2022-10-27T15:05:03Z'}",Hi there i cant find the support to contact you about the sign in button. I am having problems with that once in a while every time when i am done as to sign out then that sign on button appears on right bottom of my iphone  when i want to close this app to go other app but it kept hit the sign on button because it is too close to that button (“close the app”). I suggest that the sign in button should move up little bit far from that “close this app” button to avoid hit the login in.  Hope you understand what I’m talking about. Thanks,5,False,317jp,Sign on button
405,2023-03-21 06:49:59,"{'id': 35524311, 'body': ""We're sorry to hear that and want to look further into this. Please email us with details (phone number, link to this public comment and your reviewer name) at appstorefeedback@wellsfargo.com. Do not share anything private when emailing us, such as account numbers. -Hanj\n"", 'modified': '2023-03-22T11:47:15Z'}",About once a week the mobile app is down completely for system updates and upgrades but there is no improvement in features or functionality. None of the problems are new but have been ongoing for over a year or more. The worst is the mobile deposits unable to read the commercial checks. It will keep on asking to take another picture of the front and back but will not let me complete the deposit. Second worst is the Zelle feature that crashes the app or returns to the previous page. It’s another glitch that has never been corrected. Another problem is the limited data that can be retrieved.  Most search and data retrieval is limited to the past 16-18months but that means we cannot search last years 1 q if we are in 3q.,1,False,Awong of spas,Works about half of the time
